书号	中文名	译名	作者	译者	用户名	评级	日期	helpful vote	标题	内容
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Mark Bush	4.0	2020年9月29日 在美国审核	0	Book for cheap.	Just buy Sun Tsu.  Still a good read and does quote Sun Tsu. But if on a budget this will give you good quality info.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	N E	1.0	2020年12月22日 在美国审核	1	Don't buy	Not the best version of the book
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Joanna D.	5.0	2001年2月20日 在美国审核	303	A timeless classic that has practical application	I got this particular edition of Sun Tzu's Art of War at a strategy course for sales. I already had a copy of it at home, but this edition is so nicely done that I gave my old copy away and kept this one. The introduction of James Clavell is a nice touch. It is amazing to me that this book is not read in high schools or colleges in favor of Machiavelli's work (The Prince or The Art of War.) Sun Tzu's writing is clear and to the point. Unlike the popular Book of Five Rings by Musashi, this book is not metaphorical and poetic; it's downright practical. And it's not hard to read, unlike many classics. If you are doing business in China, this is also a good book to know. I mentioned some of the classic strategies while giving a course in China, and every member of the class had read it, knew it well, and gave me many examples from recent Chinese history where Sun Tzu's strategies were employed. This book is close to their hearts, and will give you insight if you are doing business in the East. Of course, the most famous anecdote from this book is about gaining the obedience of troops; the emperor, wishing to interview Sun Tzu for the commission of general, asked if Sun Tzu's military principles could be applied to women. Sun Tzu replied yes, the principles worked for women as well as men. Accordingly, Sun Tzu was given the task of organizing the emperor's many concubines into an army. Sun Tzu lined up the concubines and set the two favorites as officers at the head of the columns. He gave them a simple set of orders to march and drill (eyes front, right face, about face. The drums sounded and instead of following the commands, the girls simply giggled and blushed. He repeated the orders again, saying that if the orders were not clear, it is first the fault of the general. He repeated the commands, and the girls simply stood and giggled again.  "If words of command are not clear and distinct, if orders are not thoroughly understood, the general is to blame. But if his orders ARE clear, and the soldiers nevertheless disobey, then it is the fault of their officers."  Upon saying this, he ordered the two concubines at the head of the troop, favorites of the emperor, to be beheaded. The emperor hurriedly sent down the command to stop, he had no desire to see his favorites executed. The emperor said "We are satisfied that the general knows how to command." But Sun Tzu said, "Once having received the commission, there are certain commands I am unable to accept." And he ordered the two favorites to be beheaded. Once again, he gave the commands. The concubines marched, whirled about and drilled in perfect order.  The emperor appointed Sun Tzu general.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Pam Harrison	5.0	2009年2月1日 在美国审核	0	The Art of War by Sun Tzu	Few of the classics have that timeless quality that a reader finds enduring. The Art of War is one of those, with its wisdom and lessons in how to predict what your enemies will do, and common-sense advice on how to avert disaster. This book has long been a favorite of business executives and entrepreneurs, and I highly recommend its wisdom to anyone in the present day who is trying to make their way in an uncertain and unpredictable world economy. This is an easy to read book suitable to people from any walk of life. Arm yourself with it and use it wisely. Pam Harrison [...]   Tags: strategy, leadership, military science, military strategy, warrior, sun tzu, war, exalted inspiration, fantasy
16	孙子兵法	The Art of War	孙子	Brace E. Barber	J. Kelly	5.0	2007年12月15日 在美国审核	3	New Version Done Well	My history with the book is listening to is a tape deck version of Lionel Giles reading of Art of War. Product Review: Product casing; Case outside is paper with a sleeve inside containing the 2 CDs, but has room to store up to 4 CDs. Product itself; This new version gives readers spectacular ambience with the reading. 1) There are 4 voices within the reading. B.D Wong I believe is the younger sounding voice, his reading adds a little bit of Asian highlights giving more life to the books reading. Ron Silver I believe is the older sounding low voice, his reading adds a relaxing, clear understanding of the language and tone of the book. Both readers do a very good job. The other two voices read commentaries, quotes and questions. Stefan Rudnicki has a rugged voice deeper low voice. Shauna Zurbrugg is the only female voice and gives something different from the male voices. There sounds like a 5th voice at times, but no other reader is mentioned. 2) There is subtle music in the beginning/end of chapters; it would seem to be an Asian decent lullaby. 3) There is no static whatsoever, so it's truly a digital mastered recording. 4) The chapters are separated so you can skip to which chapter you want to hear. If you're trying to decide between the many copies of this book, I'd suggest this one if the price is the same or very close as you will be happy and satisfied. If a price is substantially different go with the cheaper one as most readings are very similar for this book in the two readers I have come across.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	A	1.0	2016年10月21日 在美国审核	0	Perhaps the worst translation I've seen to date	I assume amazon is once again shadily mixing reviews because some of the other reviews clearly read a different book than me. The translation is all over the place, in some places it's fine yet in others grammar, syntax, and even the basic vocabulary is lost. If you want an idea of how much proofreading was done prior to release, let me give you the chapter order. 1, 2, 3, 4, 9, 5, 6, 7, 8, 10, 11, 12, 13 - I'm not joking, they didn't even manage to count to 5 right. I wish I had had a chance to read this before the return date passed, this literary abortion would have gone straight back to the cheap, illiterate womb from which it came...
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Luis Cabrera	5.0	2015年3月6日 在美国审核	0	An amazing manual and good as history strategy reference	The first time I read this book I found it amazing. Sun Tzu was an extraordinary master of the topic. Many world leaders of the past and the present have found inspiration throughtout these pages. This book has transformed the vision of many people, even the common citizen. If you want to gain knowledge and manage art of living facing every day inner war The Art of War is yours!!
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Two Readers	3.0	2019年6月11日 在美国审核	0	Difficult	Difficult to read.  But very insightful.  The strategy of modern warfare.  Discussed by Asian warlord a thousand years a go.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	J. Esterline	5.0	2020年7月15日 在美国审核	0	Can’t remove it from my queue	Can’t remove it from my queue
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Dalton C. Rocha	5.0	2009年12月22日 在美国审核	2	A great book doesn't gets older	I read a translation of this book, here in Brazil. Being writen in China, more than 2,500 years ago, this book is a proof that a great book doesn't gets older. The focus of this book is military tactics, but it is usefull for everyone. United States of America won World War III or Cold War, following the advice of this book: The biggest military conquest is to win, without fighting. And this book is full of great advices for any commander. You must know your enemy is one of these advices. Such as the Bible, this Sun Tzu's book is forever.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Stewart P. Lewis	5.0	2010年8月9日 在美国审核	2	Worth a read	Simply put, this book contains a great deal of useful wisdom.  This information is presented in short sentences and statements, so do not expect lengthy dialogue and is most likely a cliff note version of the original but still worth a few dollars.  Some of it is obvious and commonsensical whereas other points may be obscure or not obvious to the reader.  Regardless, for those who have interest in warfare and strategy it is worth reading.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Jacob Robert	5.0	2020年8月2日 在美国审核	0	A story about the secret life of the North Dakota Mafia	A book about drug lords in North Dakota
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Colin Farmer	5.0	2020年1月2日 在美国审核	0	I learned a lot	This is a great book for learning  the tactics of war from the eyes of a general, it can apply to daily life under the right circumstances and helps me get a grasp of war and its inner workings.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	G. Henson	4.0	2008年4月1日 在美国审核	3	It still rings true	This book has much wisdom for today even though it was written so long ago. I was able to draw many parallels not only to the war situation of today, but also to the business world as well. I will admit that there were times that I thought the book was communicating more than I was receiving. While it is a short book, for the full impact to be felt, it is one that needs to be taken slowly and in short bursts in my opinion. Since the wisdom has transcended time, it truly is a classic.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Ke Yuxuan	5.0	2016年8月3日 在美国审核	1	A very useful book.	An excellent way to come across as a learned individual without actually having to obtain a degree in literature! The perfect vehicle to aid you in exploiting western society's fetishisation of people who can rattle off seemingly-profound quotes or make obscure literary references. Are you a STEM PhD looking to match one of those English/literature majors in displaying a facade of cultured sensitivity? This is the book for you!
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	4.0	2016年12月13日 在美国审核	0	Great ROI For Such A Quick Read	You can easily overlook the depth of this work as it is quite a short and simple read. However in terms of symbolism it can be related to many aspects of life and strategy applied past the battlefield. I think given the knowledge return on investment for such a quick read, everyone should read it at least once. I plan to revisit it now and again to look for additional meaning.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Wisc_boydz	1.0	2016年11月30日 在美国审核	0	I bought this book because its commonly recommended for managers	I bought this book because its commonly recommended for managers. I'ts honestly the DUMBEST thing i have ever read.  Maybe if you consider management to be some kind of battle field, this might make sense to you.  For me, this line of thinking represents everything thats backwards and nonsensical in managerial thinking -- so.... good luck with it.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	mrrv	5.0	2020年3月14日 在美国审核	0	Great principles	Great principles
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Jason Reid	2.0	2017年1月12日 在美国审核	1	Chapters out of order?  On purpose?	For some reason, chapter 9 is put in between chapters 4 and 5.  I researched this to see if this is common with other editions, and it is not.  There is no information or explanation as to why this was done, and it is noted in the table of contents, which tells me it was done deliberately.  I am likely going to return this item and find a copy that has everything in the correct order.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	JLFKJF1979	5.0	2020年2月3日 在美国审核	0	Must read must have	A definite must have for anyone in any field or curriculum
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Derrick A.	5.0	2020年9月10日 在美国审核	0	Classic title	Classic book about the mental and tactical aspects of battle. Great read
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Aaron Hurtado	1.0	2019年5月10日 在美国审核	0	Buyer beware	If I wanted cliff notes, I would have googled. This is a piece of garbage.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Elle Marshall	5.0	2010年3月7日 在美国审核	2	Still Applicable Today	This book is a must for history buffs and students of life. The 2000 year old principles still apply today. The concepts touch on how to think like a leader and apply strategies for life and war. Sometimes the two are the same. This large print edition is a condensed primer that will enlighten you while helping improve your own strategic thought processes.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Victor M. Rivera Perez	4.0	2019年1月2日 在美国审核	0	Excelente	Lo que aparece en esa pelicula se puede aplicar a casi cualquier situación de la vida.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Robert W. Smith	5.0	2010年8月19日 在美国审核	3	classic	what a classic piece!  i ordered this through my kindle for $0, so, the price was perfect!  honestly, i can not comment on the quality of the translation.  i assume that it is accurate.  i found that it was a fast read, until i stopped and thought about what he was saying.  the author's comments often coincided with the places where i felt the need to stop and reflect.  this was superb and it is a book that i intend to re-read.  while i prefer peace to war, the content herein can be applied to even peaceful efforts.  i highly recommend this book for every cadet in the academies and junior officers.  everybody else with an interest in the strategies and tactics of competitive engagement also would benefit from reading this.  i give this a solid "A".
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Philip Thompson	5.0	2013年4月20日 在美国审核	0	Embattled Leader	A common sense guide to the embattled leader.  In this classic, the reader will find advice on building alliances, considering advantages and disadvantages, maintaining morale, maintaining discretion, avoiding self-glory, and adapting to ever-changing circumstances.  All of these qualities are necessary in business and life.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Tyler P.	3.0	2008年3月25日 在美国审核	39	"Simple" Is Not Necessarily Code For "Profound"	Going in, my expectations were high -- The Art of War is praised as an all-time classic; equally applicable today as when it was first written; a philosophical insight into all manners of conflict, including business and (some have claimed) even romance! I did not find all of these things, here. Instead, I found a brief and simple outline of various battle tactics and tautologies, usually on the level of the field general. This is not to say that this is worthless, or that there is no way of taking the information and applying it -- via analogy -- to problems today. But I did not find it compellingly analogous to today's world, or no more so than any number of older works. The Art of War is a short, fast read. It is worth reading for its historical significance, and for a few insights that are not strictly obvious, and some of it may be applicable (with some mental stretching) to your quest to be promoted to the next level of management, or romantic victory over a rival, or whatever it is in your life that approximates "war." If other people find profound, life-altering depth in its lists of the types of terrain, or observations that it's better to attack your foe when they're tired, rather than well-rested, etc., then more power to them. I feel it's possible, however, that some of this depth lies more in the creative extrapolations of the reader than in the work itself.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Miles Benate Tyson	3.0	2016年11月21日 在美国审核	0	Decent read though not extremely relevant to modern fighting	If you're looking to unlock the arcane secrets of modern warfare, this is probably not the book for you. Much of the information in this book applies to ancient chinese warfare and general strategy/tactics, as can be expected. Still a decent read.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	RCinOK	4.0	2017年7月19日 在美国审核	0	Great and quick read	Great and quick read. It is a bit of a rough translation but for the most part you get the message. Id heard a lot of this book and glad I finally gave it a read.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Indica	1.0	2011年1月14日 在美国审核	10	CHECKED SAMPLE THIS IS SAME AS FREE PROJECT GUT. EDITION	I checked out the free sample and it's a copy of the free edition already available through project guttenberg and is free through Amazon! So why would anyone pay even a dollar? It says it's an updated version, but frankly I saw no updates in the sample I downloaded, it was *exactly* the same as the free copy I already had...except for the jacket cover which with my kindle is utterly useless! I wouldn't pay a dollar also on principle, what work have they done to merit it? I couldn't see any. If it's there, it's not obvious in the sample. Avoid.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	mark	5.0	2017年3月19日 在美国审核	2	Five Stars	C'mon if you haven't read this u need to push that rock out of your way.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Ximing Xu	4.0	2011年4月22日 在美国审核	0	A book I have to read	I am going to talk about what is The Art Of War for people who has not read it yet. Other reviews on the same page says enough about the edition and publication. The Art Of War by Sun Tzu is a precious material to study for military theoriees, decoding how people think and that certain period of acient Chinese history. I have read the original( Chinese version)and been taught some of it in high school. To get the most out of your interactions with others, this text will give you the tools to make things go your way. The text would teach you how to make a plan for anything in daily life and usually that plan would works if ur are basicly smarter than your opponents. You can consider yourself as a nation in the text, which makes your move in your work become the army in the text. Also socially relationships would be like politics or diplomacy in the book. However, In the acient wars between nations, there is no ethic. But you are the key to make it useful in a good way. I suggest audience of Sun Tzu to do a little research on Sun Tzu's private life. There were a lot of interesting events happened, knowing which will be a great help on understanding The Art Of War further.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Brian Cooper	4.0	2015年10月15日 在美国审核	0	I like the book but... I don't know...	For centuries, people have been referencing Sun Tzu to either contradict and justify or even glorify war. However, I think his most influential work responds only to an era that no longer exists and an era that we shouldn't keep on reviving. We must embrace a new system of thought or more applicable political theory.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	CMunson	3.0	2012年4月19日 在美国审核	10	Great insight into Chinese history, but limited practical use	The Art of War has in recent decades been applied to such modern day problems as politics and business - really anything where conflict can surface.  It was also suggested reading during my entire time in business school.  So, I finally pulled the trigger and read the "original" (or at least the most well-regarded translation) The Art of War.  The most impressive thing to me (which is explained in the introductory material) is how well the Chinese recorded their history.  My only complaint about the introductory materials was that most great Chinese historical figures have multiple names - this makes it hard to track who is who in some of the commentaries.  The actual strategies themselves are full of guidelines on determining your opponent's weaknesses, exploiting them and achieving victory.  Not exactly full of moral or ethical advice, so I can't use much of it.  I'm glad that I read it as it gave me a great look into Chinese history...but its practical use in my world is limited.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	5.0	2010年7月28日 在美国审核	3	A Deep and Amazing read!!	I love "The Art of War" specifically for making you read it SLOWLY... You can breeze through it in 5 minutes, but it was really meant to take a dose-a-day of it, ponder on the connection to your personal life and do your own interpretation. This is also why I particularly liked this edition, which doesn't include any notes, historical contexts, introductions etc. It really doesn't need any - the words speak for themselves if you just listen close enough... And it makes the book small and carryable in my bag for the right moment when I can take a sip of wisdom.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Delroy	5.0	2019年5月5日 在美国审核	0	Classic great read	Classic great read
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Peter Hollensbe	5.0	2012年8月24日 在美国审核	4	Peacefully Coexist To Help Your Clients Win	In a time when competition is at its highest, it's even more important to go back to a time when the battle was for life or death.  If you're in SALES, you need to adopt the teachings of The Art of War to win when you can't, to win when you lose, and to win more when you win.  The art of "peacefully coexisting" will help your clients win and with better results.  When your clients know that you are in it for them and willing to coexist with your competition, who wins?  Everyone.  Read the book or get the audio book and you'll understand why.  Your client's will appreciate it and so will your bank account.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	jimmie yates	1.0	2020年7月17日 在美国审核	0	NOT THE REAL BOOK!!!	FALSE ADVERTISING!!!!!!!  THIS IS AN ADDICTION SELF HELP BOOK WITH SOME CLIFF NOTES FROM THE REAL BOOK IN THE BACK, DO NOT BUY!!!
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Paula Tiffany	3.0	2009年7月25日 在美国审核	3	Buyer Beware	This is the old, public domain translation of The Art of War. I had to return this book, along with a few others which suffer from this problem. Luckily, Amazon handled the exchange of the two books I had to return promptly. As to the The Art of War itself, it is of course the most important work on military philosophy ever written (at least that's what my husband told me to write). I am plowing through the other deluxe edition I received instead of this one with the errors, but so far it is just as fascinating as the special about The Art of War I saw on the History Channel.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Steve Burns	5.0	2008年5月4日 在美国审核	127	Classic on the priciples of war	This ancient classic of 13 chapters was written over 2,500 years ago by the legendary Chinese general Sun Tzu. It is a must have for military buffs that enjoy reading about the tactics of the most succesful generals. It is rumored that Napoleon used a French translation of the Art of War to his advantage while conquering most of Europe, and he lost when he broke its principles. The principles that are with in this ancient text can also be used in games of strategy, business conflicts, and the day to day battles of life. Here are ten principles to give you a sample of the wisdom found in its pages: Supreme excellence consists in breaking the enemy's resistance with out fighting. If you know the enemy and know yourself, you need not fear the result of a hundred battles. Spies are the most important element in war, because upon them depends an army's ability to move. All warfare is based on deception. The general who wins a battle makes many calculations before the battle is fought. There is no instance of a country having benefited from a prolonged war. The clever combatant looks to the effect of combined energy, and does not require too much from individuals. In war, the way is to avoid what is strong and to strike at what is weak. When you surround an army, leave an outlet free. (So they can retreat). Move not unless you see an advantage; use not your troops unless there is something to be gained, fight not unless the position is critical. Taken as a whole this is a book of wisdom and principles on how to win. I rank it in my top ten books I have ever read. It is a must have for any home library. The is a very small book that is quick and easy to read.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Allen Long	5.0	2007年11月13日 在美国审核	2	The Art of War - Exact and Concise	I have read several translations of The Art of War and Thomas Cleary's version is by far the best. It is a book to be read and reread, time and time again; focused, concerted and rich in understanding the nature and expression of resistance and conflict. Regardless of whether you are interested in deep confrontation, battle or war, this excellently edited edition will have something of interest for you. Published primarily for use in world philosophy and studied at military universities and academies around the world, this book is very constructive in providing a well researched, diversion sampling from one of the most important theorists in the field, Sun Tzu (544 BC - 496 BC). Although the philosophies contained in this text can be challenging at times, in the end the perceptive is absolute. As the seriousness of our global problems persist and even worsen, this book will continue to be a highly informative source of information for leaders and citizens for years to come. And for those who are looking for a more methodical approach to examining our relationship with the world, as opposed to the more publicized takes, this book will be especially valued.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Wil Hil	5.0	2021年2月18日 在美国审核	0	A great essential.	Basic learning when it comes to tactfully maneuvering the business world, personal life or any other relationship. Classic and a great read.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Duvall R Hendrick	5.0	2019年5月21日 在美国审核	0	Book	Good
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Stephen	5.0	2019年4月17日 在美国审核	0	Love it	Love it
16	孙子兵法	The Art of War	孙子	Brace E. Barber	brennan	1.0	2020年4月24日 在美国审核	0	Japanese hate and segregating people by race.	This is propaganda. Hating on the Japanese and all, how despicable.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Dale Vincent Holness II	3.0	2015年11月13日 在美国审核	0	Also goes into detail about being focus and it allowed us to have a better in site in other people behavioral patterns	Very inspirational. Allowed my wife and I to learn more about psychology and how often many play a victim versus the threat. Also goes into detail about being focus and it allowed us to have a better in site in other people behavioral patterns. Plus it's just an awesome novel.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	falcon70	5.0	2015年4月10日 在美国审核	0	Two points in this book: Know your enemy, ...	Two points in this book:  Know your enemy, and Only fight when you can win, speak volumes to how the NVA fought the Vietnam war. They were very consistent in fighting on their terms, and only when it was advantageous to them.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	s.c.	5.0	2014年11月17日 在美国审核	0	art of war	this is a amazing book ,hard strategies but easy to understand .  Sun Tzu is a genius and was a great General.This free edition comes with everything included.a great read and I recommend it to anyone who wants a good book to read
16	孙子兵法	The Art of War	孙子	Brace E. Barber	pulling cheek swirl better shake up	4.0	2014年3月20日 在美国审核	0	detach a flying column	Instead of being too late, sacrifice whatever is not coming along right in the moment that presents an opportunity, or everything might fall into the hands of the enemy. Monetary mushroom clouds work according to the strategies in this book.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	shannon	4.0	2017年2月9日 在美国审核	0	Battle of the Sexes, I could relate to this ...	Battle of the Sexes, I could relate to this as a strategy for family and relationship disputes and business decisions, remain faithful to the mission
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	5.0	2017年4月2日 在美国审核	0	Great book but this price is just plain shocking.	This is an awesome book and a great gift idea. However, I paid 4.00 for mine on Amazon so anything more than that is crazy.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Raffy Piso	5.0	2019年4月17日 在美国审核	0	Great read	Great read
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Kay	2.0	2018年8月25日 在美国审核	0	Uhhhh...	Hard to read but can't stop trying.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Sameer Kak	5.0	2009年1月6日 在美国审核	3	the art of war for both ancient and modern times	Sun Tzu begins his treatise by saying that "The art of war is of vital importance to the State. A matter of life and death, a road either to safety or to ruin." Sun Tzu says that the art of war is governed by five factors. These are: (1) The Moral Law - this causes people to be in complete accord with their ruler, so that they will follow him regardless of their lives. (2) Heaven - stands for the seasonal conditions. (3) Earth - stands for the physical terrain ("distances great and small, open ground and narrow passes.") (4) The Commander - the virtues of the military commander. (5) Method and discipline - the marshalling of the army and its divisions (logistics, expenditure) Sun Tzu says that all warfare is based on deception. The objective of war is victory. Sun Tzu says that if the campaign is long-drawn-out, the resources of the State will not be equal to the strain. Sun Tzu says that there is no instance of a country benefiting from prolonged warfare. Sun Tzu says that there is no merit in fighting and conquering. Merit consists in breaking the enemy's resistance without fighting. Sun Tzu quotes the proverb "If you know the enemy and know yourself, you need not fear the result of a hundred battles. If you know yourself but not the enemy, for every victory gained you will also suffer a defeat." Sun Tzu says that "The fighters must first put themselves beyond the possibility of defeat, and then wait for an opportunity of defeating the enemy. To secure ourselves against defeat lies in our own hands, but the opportunity of defeating the enemy is provided by a mistake on the enemy's part." Security against defeat implies defensive tactics, and the ability to defeat the enemy means taking the offensive. Battles are won by committing no mistakes. Sun Tzu says that in war the strategist only seeks battle after the victory has been won, whereas the one destined to defeat first fights and looks for victory afterwards! Sun Tzu says that in war the direct method may be used for commencing battle, but indirect methods will be needed in order to secure victory. There are only two methods of attack - the direct and the indirect - but in combination these give rise to an endless series of strategies. Sun Tzu says that one can be sure of success if one only attacks places which are undefended (weak points). On the other hand, the safety of the defense can be ensured only if one holds positions that cannot be attacked (strong points). Sun Tzu says that if one knows the place and the time of the coming battle, one can marshal one's forces from afar. Sun Tzu advices the general not to repeat the tactics (that have gained one victory) again and again. The way is to avoid what is strong and to strike at what is weak - like water, taking the line of least resistance. Sun Tzu says that maneuvering with a disciplined army is advantageous, but with an undisciplined multitude most dangerous. An army without its supply-train, without provisions and without bases of supply is lost. Forming a single cohesive body, it is impossible either for the brave to advance alone, or for the cowardly to retreat alone. Sun Tzu says that it is a military axiom not to advance uphill against the enemy, nor to oppose him when he comes downhill. Sun Tzu says that the art of war teaches us to rely not on the likelihood of the enemy's not coming, but rather on the fact that we have made our position unassailable. Sun Tzu says that five faults must be avoided: Recklessness, Cowardice, A hasty temper, A (false) sense of honor and Over concern for one's troops. Sun Tzu says that if fighting is sure to result in victory, then the general must fight even though the ruler forbids it; if fighting will not result in victory, then the general must not fight even at the ruler's commands. The general must advance without coveting fame and retreat without fearing disgrace. Sun Tzu says that rapidity is the essence of war. And that the army must be kept continually on the move. Sun Tzu says that a spirit of enterprise must be cultivated if one wants to succeed in the attack and win the battle. Otherwise, war is just a waste of time and will lead to a stalemate. Sun Tzu warns that the general should be fully prepared for war - because a kingdom that has been destroyed can never again come into being, and the dead can not be brought back to life. For those interested in the study of war and war strategy, you can't do without this book...
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	3.0	2017年9月5日 在美国审核	0	Three Stars	Cheap edition of a classic text. The information is all there, but it's riddled with typos.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	StageCoachDriver	5.0	2014年12月2日 在美国审核	0	Know yourself, Know your enemy, never enter a battle you can't win,	I bought this as a gift for my son who just took over as CEO for a multinational manufacturing operation. Hopefully this will be as helpful to him as "The Prince" was. As always, packaging and delivery was flawless. Way to go Amazon!
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Wife of Jud	5.0	2013年11月7日 在美国审核	3	Clavell's labor of love....	I've read several interpretations and translations of The Art of War. Although this is not the most famous presentation, it is quite informative and is, by far, the most enjoyable.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	maytham	5.0	2016年9月19日 在美国审核	0	This book is red by almost every officer during his ...	This book is red by almost every officer during his or her life. It contains so much valuable info about war strategy and life in general​.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	L. Dumas	5.0	2009年8月17日 在美国审核	0	Good Read	This is a good read with many proverbs and sayings that are still applicable to modern times.  Sun Tzu is vague, and it for that very reason that this book is ever-lasting. Also recommended: The 36 strategies, The book of five rings (Go Rin No Sho), and the Hagakure.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	pandora	5.0	2017年8月27日 在美国审核	0	Five Stars	Wasn't what I expected but informational and to the point. Makes me want to fight lol
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Kindle Customer	5.0	2019年6月19日 在美国审核	0	Easy to understand	Love this book. It can be used in all fields of work.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	James Bevins	5.0	2020年12月25日 在美国审核	0	Good read	Great book
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Howard Nelson	5.0	2018年8月21日 在美国审核	0	Very good	Very good book
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Luke	3.0	2019年2月1日 在美国审核	0	What	No pictures whatsoever
16	孙子兵法	The Art of War	孙子	Brace E. Barber	AZSailor	5.0	2014年12月29日 在美国审核	0	Having read about a half dozen versions of The Art ...	Having read about a half dozen versions of The Art of War... most with extensive footnotes and difficult translations, I found that this version, which was supplied to us at Motorola on a training session, was my clearest and practical read.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	flstang65	5.0	2019年3月23日 在美国审核	0	Love this book	Good explanations as well
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	2.0	2012年4月26日 在美国审核	3	Possibly Overrated Due to Pop Culture Popularity	Granted, most readers will find some wisdom in "The Art of War"; on the other hand, perhaps most of this "wisdom" is simply common sense dressed up in militaristic metaphors. I know that some of the popularity behind this book stems from the fact that plenty of its readers (usually male) are hip-hop figures, business types, and budding entrepreneurs. I'm sure the occasional gang leader took some leadership cues from Sun Tzu (was there really a Sun Tzu?) and this probably created an almost cult-like devotion to an "ok" book. I believe it's not quite one of the best leadership books ever, as some might suggest. Read it to relieve your curiosity, then delve into more modern tomes by folks such as Seth Godin or Guy Kawasaki if you're looking to start a business in today's world. In addition, you'll gain still more by reading biographies by one of today's business leaders.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	3.0	2009年4月3日 在美国审核	0	One of the best books on Strategy	It's a classic that you can read in under an hour. One of the best books I have read. Simple, basic, and a great strategy foundation. I refer to it all the time. Great book from a historical standpoint, but certainly is a great asset in business.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Nas	5.0	2008年6月2日 在美国审核	1	Can apply to all aspects of life	As a business major, The Art of War is an excellent tool when it comes to strategizing. However, this book goes beyond the professional. On a personal level, Sun Tzu's writings can apply to all aspects of life and it certainly has helped me. I can only imagine how effective this book is for the military...
16	孙子兵法	The Art of War	孙子	Brace E. Barber	David Abrevaya	5.0	2016年11月27日 在美国审核	0	Must read	This book is amazing, something everyone should read. For philosophy and life, this book is a must read.
